index,context,target,output,domain
1866,sports are fun.,i work in construction and repair peoples roofs.,I love activities where I am active.,out_of_domain
1867,sports are fun.,i work in construction and repair peoples roofs.,"Yes, wouldn't it be great to be able to play sports for a living?",out_of_domain
1868,sports are fun.,i work in construction and repair peoples roofs.,i like being active,out_of_domain
1869,i visited europe in june.,i have a basic job.,"A lot of people think international travel is expensive, but even my very basic job allowed me to budget for it.",out_of_domain
1871,i visited europe in june.,i have a basic job.,I can't go to Europe because my job doesn't pay me enough.,out_of_domain
1872,i go to at least 10 concerts a year.,i love music.,I like to stand as close to the stage as possible,out_of_domain
1873,i go to at least 10 concerts a year.,i love music.,I love music so much I go to a lot of concerts.,out_of_domain
1874,i never go to my job.,i have a spouse and a kid.,I have to go to work.  I have a wife and a kid to support.,out_of_domain
1876,i never go to my job.,i have a spouse and a kid.,I have been too busy at home.,out_of_domain
1877,i doodle when i am sitting in my college lectures.,i want to live in an imaginary planet.,"I do, too, and I create the most amazing worlds from my imagination. Makes me want to go live somewhere entirely of my own creation.",out_of_domain
1878,i doodle when i am sitting in my college lectures.,i want to live in an imaginary planet.,I enjoy science class because I think about other planets.,out_of_domain
1879,i doodle when i am sitting in my college lectures.,i want to live in an imaginary planet.,i sometimes draw made up places in my doodles,out_of_domain
1880,i doodle when i am sitting in my college lectures.,i want to live in an imaginary planet.,I find college lectures boring.,out_of_domain
1881,i doodle when i am sitting in my college lectures.,i want to live in an imaginary planet.,I draw planets with different environments.,out_of_domain
1882,i doodle when i am sitting in my college lectures.,i want to live in an imaginary planet.,I like to draw too.  I draw imaginary planets that I want to live on.,out_of_domain
1883,i am a grandmother.,i enjoy caring for pets.,I look after my grandchildren and their pets.,out_of_domain
1885,i am a grandmother.,i enjoy caring for pets.,"I've never had any children of my own, but I satisfy my desire to nurture others by caring for my pets.",out_of_domain
1887,i am a grandmother.,i enjoy caring for pets.,I like taking care of children.,out_of_domain
1888,i am a grandmother.,i enjoy caring for pets.,I am a grandmother too.  I take care of my grandkids pets.,out_of_domain
1889,i am a grandmother.,i enjoy caring for pets.,I am a mother taking care of two children and two dogs.,out_of_domain
1890,i am a grandmother.,i enjoy caring for pets.,My grandkids have cats.,out_of_domain
1892,i am a lumberjack.,i eat lots of pancakes and syrup.,I have to eat a hearty breakfast before each day's work.,out_of_domain
1893,i am a lumberjack.,i eat lots of pancakes and syrup.,I work up quite an appetite. I always start with a hearty breakfast.,out_of_domain
1895,i hate cooking.,my hair is very long.,I don't mind except that I have to wear a hairnet.,out_of_domain
1897,i love canines.,i like pepperoni and italian food.,There is a restaurant that I frequent that lets me take my dog with me.,out_of_domain
1898,i love canines.,i like pepperoni and italian food.,"I do as well, I have a big old dog back home. Is there anything you're interested in eating tonight? What are some things you like?",out_of_domain
1899,i love canines.,i like pepperoni and italian food.,I enjoy dogs.  Except for when they eat my pizza.,out_of_domain
1900,i enjoy taking things apart and putting them back together.,i now live on the other side of the country.,"I moved for a job at a repair shop, where I'm also often taking things apart and putting them back together. It's a lot of fun.",out_of_domain
1901,i enjoy taking things apart and putting them back together.,i now live on the other side of the country.,I have loved taking things apart since I was young.,out_of_domain
1902,i enjoy taking things apart and putting them back together.,i now live on the other side of the country.,I enjoy working on projects so much I got a job in it.  I moved across the world to fix people's computers.,out_of_domain
1903,i loved talking about space as kid.,i do not eat a lot of meat.,"Talking about space as a kid made me unique, just like me not eating a lot of meat",out_of_domain
1904,i loved talking about space as kid.,i do not eat a lot of meat.,"also, in my childhood, i was very concerned about the happiness of animals",out_of_domain
1905,i loved talking about space as kid.,i do not eat a lot of meat.,"When I was a kid, I was a picky eater.",out_of_domain
1906,i enjoy jogging.,i have a long commute.,Jogging is good.  I like to stretch my legs after I get off the train from work.,out_of_domain
1907,i enjoy jogging.,i have a long commute.,"I used to commute on foot, but then I moved and now I have to drive to work. I've started jogging on weekends now to get myself back into shape.",out_of_domain
1908,i enjoy jogging.,i have a long commute.,"I prefer biking, I like biking to work so I can stay active.",out_of_domain
1909,i love going to concerts on the weekend.,my mom taught me how to play the cello.,It's why I wanted to learn to play.,out_of_domain
1910,i have been working in the same place for nearly a decade.,i like to listen to music.,I don't know if I could stay somewhere for that long.  Maybe if its in a music store.  That's my passion.,out_of_domain
1911,i have been working in the same place for nearly a decade.,i like to listen to music.,When I am not working I like to chill at home.,out_of_domain
1913,i love animals.,i like to make clothes.,"I made a stuffed animal, since I like to sew.",out_of_domain
1914,i love animals.,i like to make clothes.,Animals is something I love too.  This is why I learned to sew so I could make animals cute clothes.,out_of_domain
1916,my mother tells fortunes.,i take in a lot of information.,my mother tells me about what will happen in the future.,out_of_domain
1917,my mother tells fortunes.,i take in a lot of information.,Hopefully she is telling some good ones for you!,out_of_domain
1918,i like basketball.,i work many hours.,"I wish I had time to play,",out_of_domain
1919,i like basketball.,i work many hours.,I wish I had more time to play basketball but it seems I am always at work.,out_of_domain
1920,i like basketball.,i work many hours.,"I would love to play basketball more, but I work long hours.",out_of_domain
1921,i am hopeful for marriage.,my parents had many children.,I want children if I ever get married.,out_of_domain
1922,i am hopeful for marriage.,my parents had many children.,My parents were married for fifty years.  They had a lot of children.,out_of_domain
1923,i am hopeful for marriage.,my parents had many children.,I want a big family like my parents had.,out_of_domain
